country,to_review,suggested_standard,n1,n2,dist,standard
France,Agde,Agen,15,40,0.166666667,
France,Agen,Angers,40,59,0.236111111,
France,Albertville,Albi,52,55,0.212121212,
France,Ambes,Amiens,48,57,0.177777778,
France,Ambilly,Jambville,9,27,0.243386243,
France,Anglet,Angouleme,24,57,0.203703704,
France,Angoulême,Angouleme,57,2,0.115740741,
France,Antibes,Ambes,48,25,0.20952381,
France,Argenteuil,Verneuil,21,25,0.189285714,
France,Arras,Arrest,27,46,0.177777778,
France,Arrest,Arles,52,46,0.177777778,
France,Aubenas,Ambes,48,7,0.20952381,
France,Aubervilliers,Albertville,52,21,0.163170163,
France,Avenue De L'europe,Avenue De L Europe,3,3,0.126157407,
France,Bagnolet,Brignoles,9,37,0.194444444,
France,Bar-Le-Duc,Bar Le Duc,30,21,0.133333333,
France,Basse Terre,Bessieres,9,45,0.242905243,
France,Basse-Terre,Bessieres,3,45,0.242905243,
France,Beaucaire,Beaumarches,21,27,0.190446128,
France,Beaumarches,Beauvais,27,51,0.234848485,
France,Betheny,Bethune,23,55,0.150793651,
France,Billere,Lille,29,59,0.20952381,
France,Bizanos,Brignoles,22,37,0.243386243,
France,Blenod-Les-Pont-A-Mousson,Blenod Les Pont A Mousson,30,19,0.106666667,
France,Blenod-Les-Pont-À-Mousson,Blenod Les Pont A Mousson,30,3,0.133333333,
France,Borgo,Bourges,27,54,0.20952381,
France,Bouguenais,Bourges,9,54,0.180952381,
France,Bourdeaux,Bourges,27,54,0.243386243,
France,Bourg De Peage,Bourges,27,54,0.238095238,
France,Bourg En Bresse,Bourges,30,54,0.177777778,
France,Bourg Les Valence,Bourges,3,54,0.196078431,
France,Bourg-En-Bresse,Bourges,22,54,0.177777778,
France,Bourg-Les-Valence,Bourges,22,54,0.196078431,
France,Bourges,Lourdes,54,55,0.19047619,
France,Bourgogne,Borgo,27,23,0.148148148,
France,Bourgoin-Jallieu,Bourgogne,23,17,0.203703704,
France,Brignoles,Bourges,54,37,0.243386243,
France,Cagnes-Sur-Mer,Champigny-Sur-Marne,9,18,0.198203843,
France,Cambrai,Chambery,43,58,0.220238095,
France,Cannes,Vannes,24,54,0.111111111,
France,Cartignies,Martigues,46,54,0.174074074,
France,Cayenne,Caen,58,52,0.142857143,
France,Cergy-Pontoise,Cergy,25,2,0.214285714,
France,Chalon-Sur-Saône,Chalon Sur Saone,30,5,0.125,
France,Chamalieres,Chalampe,45,24,0.210497835,
France,Champagnier,Chamalieres,24,6,0.181818182,
France,Champigny Sur Marne,Cagnes Sur Mer,3,3,0.198203843,
France,Champigny-Sur-Marne,Champ-Sur-Drac,18,18,0.198203843,
France,Charavines,Cartignies,46,9,0.2,
France,Charleville-Mézières,Charleville-Mezieres,21,2,0.103703704,
France,Chartres,Castres,51,38,0.186507937,
France,Chartres De Bretagne,Chartres,38,3,0.2,
France,Chartres-De-Bretagne,Chartres,38,3,0.2,
France,Chatenois,Caen,58,18,0.185185185,
France,Chauny,Chatonnay,27,23,0.203703704,
France,Cherbourg,Strasbourg,29,59,0.244444444,
France,Cherbourg Octeville,Cherbourg,29,3,0.175438596,
France,Cherbourg-Octeville,Cherbourg,29,22,0.175438596,
France,Châteauroux,Chateauroux,51,2,0.110606061,
France,Cognac,Rognac,42,51,0.111111111,
France,Contes,Donges,50,52,0.222222222,
France,Corse,Cerise,52,9,0.177777778,
France,Coulommiers,Colmar,54,46,0.237373737,
France,Crolles,Arles,52,52,0.20952381,
France,Damparis,Paris,48,60,0.233333333,
France,Deols,Dole,6,45,0.216666667,
France,Dieme,Dieppe,12,48,0.177777778,
France,Dieuze,Dieme,12,6,0.177777778,
France,Donges,Angers,59,52,0.222222222,
France,Dreux,Evreux,52,54,0.177777778,
France,Echirolles,Vitrolles,26,36,0.174074074,
France,Epernay,Ternay,41,52,0.150793651,
France,Estaires,Istres,3,21,0.180555556,
France,Fontaine,Fontainebleau,19,25,0.128205128,
France,Fos-Sur-Mer,Fos Sur Mer,30,22,0.121212121,
France,Fougeres,Bourges,54,27,0.214285714,
France,Fremainville,Thionville,25,56,0.238888889,
France,Genas,Sens,43,52,0.216666667,
France,Gerzat,Gueret,6,51,0.222222222,
France,Gonesse,Annemasse,56,25,0.243386243,
France,Haguenau,Hayange,3,52,0.242063492,
France,Harnes,Cartignies,46,27,0.222222222,
France,Honfleur,Harfleur,9,3,0.166666667,
France,Illange,Florange,24,6,0.220238095,
France,Istres,Castres,51,21,0.150793651,
France,Ivry Sur Seine,Vitry-Sur-Seine,3,26,0.206349206,
France,Ivry-Sur-Seine,Vitry-Sur-Seine,12,26,0.114285714,
France,Jambville,Rambouillet,27,43,0.195286195,
France,L' Isle-D'espagnac,L Isle D Espagnac,3,3,0.132897603,
France,L'hopital,L' Hopital,19,1,0.103703704,
France,La Chataigneraie,La Talaudiere,27,51,0.248397436,
France,La Couronne,La Coulonche,49,48,0.143939394,
France,La Francheville,Luneville,27,54,0.192592593,
France,La Mulatiere,La Talaudiere,27,51,0.165811966,
France,La Tardiere,La Talaudiere,51,28,0.107226107,
France,La Ville Aux Dames,Lille,3,59,0.240740741,
France,La Ville-Aux-Dames,Lille,3,59,0.240740741,
France,Le Manoir,Le Mans,27,59,0.158730159,
France,Le Marin,Le Mans,59,12,0.130952381,
France,Le Palais-Sur-Vienne,Saillat Sur Vienne,18,27,0.20978836,
France,Le Pontet,Le Port,24,27,0.158730159,
France,Le Port,Le Robert,27,48,0.158730159,
France,Le Robert,Le Creusot,51,48,0.221693122,
France,Le Tampon,Le Temple,28,48,0.222222222,
France,Lens,Sens,19,52,0.166666667,
France,Lens - Liévin,Lens Lievin,3,27,0.107226107,
France,Les Mazures,Le Havre,60,50,0.234848485,
France,Lesquin,Lorquin,6,27,0.19047619,
France,Lognes,Limoges,59,25,0.150793651,
France,Lorquin,Lorient,59,27,0.19047619,
France,Lunel Viel,Luneville,30,54,0.187037037,
France,Lunel-Viel,Luneville,22,54,0.187037037,
France,Macouria,Matoury,6,41,0.220238095,
France,Malroy,Matoury,16,41,0.217460317,
France,Manom,Manosque,24,46,0.233333333,
France,Marans,Marmande,7,50,0.180555556,
France,Marignane,Martigues,49,54,0.222222222,
France,Marigot,Martigues,3,54,0.242063492,
France,Marnaz,Marans,7,1,0.177777778,
France,Marne La Vallée,Mantes La Jolie,3,2,0.222222222,
France,Merignac,Trignac,23,48,0.130952381,
France,Merleac,Merignac,23,6,0.220238095,
France,Meze,Metz,59,27,0.166666667,
France,Mire,Miribel,27,52,0.142857143,
France,Mondeville,Luneville,54,12,0.174074074,
France,Mont De Marsan,Montargis,27,45,0.240740741,
France,Mont-De-Marsan,Montargis,23,45,0.240740741,
France,Montauban,Montandon,15,6,0.222222222,
France,Montceau-Les-Mines,Noeux Les Mines,22,27,0.218518519,
France,Montgeron,Montlucon,21,52,0.222222222,
France,Montlhery,Montgeron,21,12,0.222222222,
France,Montpellier,Montbeliard,59,59,0.181818182,
France,Montsauche Les Settons,Montceau Les Mines,30,27,0.242529461,
France,Moulins,Moult,31,32,0.20952381,
France,Moult,Montlucon,52,32,0.214814815,
France,Mourenx,Rouen,48,60,0.20952381,
France,Munchhausen,Mulhouse,59,25,0.234848485,
France,Mâcon,Macon,49,3,0.133333333,
France,Navenne,Cayenne,52,27,0.19047619,
France,Neuilly Saint Front,Saint Front,3,15,0.231259968,
France,Neuilly Sur Seine,Neuilly Saint Front,3,3,0.234976582,
France,Neuilly-Sur-Seine,Vitry-Sur-Seine,18,26,0.206372549,
France,Nimes,Limoges,59,57,0.20952381,
France,Noeux Les Mines,Montceau Les Mines,30,27,0.137037037,
France,Noeux-Les-Mines,Montceau-Les-Mines,22,18,0.137037037,
France,Nogent Sur Marne,Champigny Sur Marne,3,3,0.206140351,
France,Nogent Sur Oise,Nogent Sur Marne,3,3,0.15,
France,Nogent-Sur-Oise,Nogent-Sur-Marne,22,22,0.15,
France,Nîmes,Nimes,57,3,0.133333333,
France,Orleans,Arles,52,51,0.20952381,
France,Outreau,Bourdeaux,27,24,0.243386243,
France,Pointe-À-Pitre,Pointe A Pitre,30,6,0.142857143,
France,Pont-À-Mousson,Pont A Mousson,30,3,0.142857143,
France,Port De Bouc,Port-De-Bouc,3,21,0.111111111,
France,Port-Saint-Louis-Du-Rhone,Port Saint Louis Du Rhone,30,18,0.106666667,
France,Prunay-Le-Temple,Le Temple,48,1,0.203703704,
France,Pusignan,Perpignan,56,52,0.194444444,
France,Puteaux,Outreau,24,22,0.19047619,
France,Reyrieux,Rieux,3,9,0.191666667,
France,Reze,Meze,27,15,0.166666667,
France,Rieux,Lisieux,52,9,0.20952381,
France,Riom,Reims,58,42,0.216666667,
France,Rive-De-Gier,Rive De Gier,30,22,0.111111111,
France,Rivedoux Plage,Rieux,9,3,0.214285714,
France,Roanne,Bayonne,58,54,0.217460317,
France,Romans-Sur-Isere,Fos-Sur-Mer,22,18,0.206439394,
France,Roubaix,Douai,51,28,0.20952381,
France,Roussillon,Toulon,25,56,0.222222222,
France,Saillat Sur Vienne,Le Palais Sur Vienne,30,27,0.216666667,
France,Saillat-Sur-Vienne,Le Palais-Sur-Vienne,18,18,0.172222222,
France,Saint Avold,Saint Lo,6,30,0.162878788,
France,Saint Brieuc,Saint Denis,31,33,0.243686869,
France,Saint Dizier,Saint Pierre,3,30,0.166666667,
France,Saint Etienne,Saint Denis,33,30,0.218725719,
France,Saint Etienne De Montluc,Saint Etienne,30,30,0.152777778,
France,Saint Flour,Saint Malo,27,30,0.157575758,
France,Saint Fons,Saint Lo,3,30,0.141666667,
France,Saint Front,Saint Flour,27,15,0.158249158,
France,Saint Georges De Mons,Saint Etienne De Montluc,30,27,0.242460317,
France,Saint Germain Sur Rhone,Sainte Suzanne,3,30,0.245660137,
France,Saint Hippolyte,Saint Lo,27,30,0.219444444,
France,Saint Jean De Braye,Saint-Jean-De-Braye,3,22,0.105263158,
France,Saint Jean De Maurienne,Saint Etienne De Montluc,30,30,0.239130435,
France,Saint Joseph,Saint Lo,27,30,0.180555556,
France,Saint Julien Les Metz,Saint Leu,3,15,0.227513228,
France,Saint Julien Mont Denis,Saint Julien Les Metz,3,3,0.157119853,
France,Saint Junien,Saint Etienne,30,30,0.182478632,
France,Saint Laurent Blangy,Saint Quentin,3,30,0.201282051,
France,Saint Laurent Des Arbres,Saint Martin Du Tertre,24,27,0.227272727,
France,Saint Leu,Saint Lo,15,30,0.115740741,
France,Saint Lo,Saint Chamond,30,30,0.195512821,
France,Saint Louis,Saint Denis,33,30,0.181818182,
France,Saint Malo,Saint Lo,30,30,0.141666667,
France,Saint Martin D Heres,Saint-Martin-D'heres,3,22,0.133333333,
France,Saint Martin Du Tertre,Sainte Marguerite Sur Mer,27,30,0.218754209,
France,Saint Michel De Maurienne,Saint Jean De Maurienne,30,9,0.193478261,
France,Saint Nazaire,Saint Brieuc,31,31,0.222934473,
France,Saint Omer,Saint Lo,30,30,0.216666667,
France,Saint Paul,Saint Malo,30,24,0.133333333,
France,Saint Pierre,Saint Omer,30,30,0.177777778,
France,Saint Pol Sur Mer,Saint Flour,27,3,0.200891266,
France,Saint Quentin,Saint Junien,30,30,0.124514375,
France,Saint Remy Sur Avre,Saint Pierre,30,27,0.213450292,
France,Saint-Avold,Saint-Lo,3,22,0.162878788,
France,Saint-Brieuc,Saint-Pierre,23,26,0.222222222,
France,Saint-Brisson,Saint-Brieuc,23,18,0.185897436,
France,Saint-Cyr,Saint-Omer,4,20,0.174074074,
France,Saint-Denis,Saint-Quentin,26,27,0.163170163,
France,Saint-Denis-D'anjou,Saint-Denis,26,26,0.140350877,
France,Saint-Dizier,Saint-Pierre,23,26,0.166666667,
France,Saint-Etienne,Saint Etienne De Montluc,30,29,0.192307692,
France,Saint-Etienne-De-Montluc,Saint-Etienne,29,21,0.152777778,
France,Saint-Fons,Saint-Lo,4,22,0.141666667,
France,Saint-Gely-Du-Fesc,Saint Gely Du Fesc,27,14,0.111111111,
France,Saint-Jean-De-Braye,Saint Jean De Maurienne,30,22,0.241963605,
France,Saint-Jean-De-Maurienne,Saint-Jean-De-Braye,22,21,0.141652084,
France,Saint-Joseph,Saint-Fons,4,2,0.177777778,
France,Saint-Julien-Les-Metz,Saint-Julien-Mont-Denis,4,15,0.157119853,
France,Saint-Julien-Mont-Denis,Saint-Junien,15,21,0.201086957,
France,Saint-Junien,Saint-Quentin,21,27,0.124514375,
France,Saint-Laurent-Blangy,Saint-Quentin,22,27,0.201282051,
France,Saint-Laurent-Des-Arbres,Saint-Laurent-Blangy,22,21,0.238888889,
France,Saint-Lo,Saint Louis,30,22,0.162878788,
France,Saint-Louis,Saint-Fons,4,4,0.157575758,
France,Saint-Malo,Saint-Paul,15,19,0.133333333,
France,Saint-Martin-D'heres,Saint Martin Du Tertre,27,22,0.189393939,
France,Saint-Martin-Du-Tertre,Saint-Martin-D'heres,22,18,0.125757576,
France,Saint-Michel-L'observatoire,Saint Michel L Observatoire,27,19,0.156736447,
France,Saint-Nazaire-Le-Desert,Saint-Nazaire,27,21,0.144927536,
France,Saint-Omer,Saint-Dizier,23,20,0.177777778,
France,Saint-Paul,Saint Malo,30,19,0.2,
France,Saint-Pierre,Saint-Etienne,29,26,0.185897436,
France,Saint-Pierre-Des-Corps,Saint-Pierre,26,19,0.151515152,
France,Saint-Pol-Sur-Mer,Saint Pol Sur Mer,3,3,0.117647059,
France,Saint-Quentin,Saint-Etienne,29,27,0.163170163,
France,Saint-Raphaël,Saint-Malo,15,12,0.194871795,
France,Saint-Remy-Sur-Avre,Saint Remy Sur Avre,27,19,0.105263158,
France,Sainte Luce,Saint Lo,30,18,0.162878788,
France,Sainte Savine,Sainte Suzanne,3,30,0.122710623,
France,Sainte Suzanne,Saint Etienne,30,30,0.205494505,
France,Sainte-Clotilde,Saint-Lo,22,16,0.219444444,
France,Sainte-Savine,Sainte Suzanne,30,23,0.172161172,
France,Sainte-Suzanne,Sainte-Savine,23,4,0.122710623,
France,Salome,Salouel,37,49,0.150793651,
France,Savoie,Salome,37,3,0.222222222,
France,Schirmeck,Schoeneck,12,46,0.222222222,
France,Schoeneck,Schoelcher,55,46,0.221693122,
France,Seltz,Metz,59,27,0.216666667,
France,Sermiers,Sarreguemines,52,6,0.232371795,
France,Tacoignieres,Cartignies,46,6,0.238888889,
France,Talence,Valenciennes,29,58,0.214285714,
France,Tarascon,Tartas,18,52,0.180555556,
France,Tarbes,Tartas,51,52,0.222222222,
France,Toulon,Toulouse,56,60,0.180555556,
France,Tourcoing,Toulon,56,22,0.203703704,
France,Tourlaville,Longlaville,13,9,0.181818182,
France,Tourrettes Sur Loup,Tours,3,55,0.245614035,
France,Tours,Lourdes,55,55,0.20952381,
France,Trignac,Marignane,49,48,0.243386243,
France,Tulle,Toulouse,60,55,0.233333333,
France,Val De Reuil,Val-De-Reuil,3,20,0.111111111,
France,Valdoie,Valsonne,6,15,0.220238095,
France,Valence,Valenciennes,56,58,0.138888889,
France,Valsonne,Vannes,15,54,0.166666667,
France,Vannes,Nantes,59,54,0.222222222,
France,Venaco,Besancon,55,48,0.247222222,
France,Venissieux,Genissiat,27,19,0.244444444,
France,Veranne,Villeurbanne,12,25,0.138888889,
France,Verdun,Verneuil,24,25,0.247222222,
France,Versailles,Marseille,59,21,0.14537037,
France,Vienne,Rennes,58,29,0.222222222,
France,Vierzon,Voiron,34,46,0.150793651,
France,Villemandeur,Villeurbanne,7,25,0.194444444,
France,Villeurbanne,Billere,29,25,0.214285714,
France,Vitrolles,Crolles,52,36,0.158730159,
France,Vitry Sur Seine,Ivry Sur Seine,3,3,0.114285714,
France,Wingles,Brignoles,37,25,0.214285714,
Germany,Aalen,Aachen,64,58,0.177777778,
Germany,Allenbach,Ansbach,27,61,0.158730159,
Germany,Alsfeld,Saalfeld,15,58,0.220238095,
Germany,Altenberg,Leonberg,45,52,0.194444444,
Germany,Altenburg,Flensburg,58,62,0.148148148,
Germany,Altstadt,Michelstadt,3,52,0.234848485,
Germany,Arzberg,Nurnberg,56,61,0.220238095,
Germany,Asbach,Allenbach,27,27,0.203703704,
Germany,Aschaffenburg,Altenburg,58,58,0.227920228,
Germany,Asslar,Goslar,6,58,0.222222222,
Germany,Bad Hindelang,Baden Baden,21,27,0.237244237,
Germany,Balingen,Ratingen,33,58,0.166666667,
Germany,Bamberg,Hamburg,59,66,0.19047619,
Germany,Baruther Straße,Camburger Straße,3,9,0.247222222,
Germany,Bebra,Gera,57,61,0.216666667,
Germany,Bensheim,Burgbernheim,36,51,0.180555556,
Germany,Bernburg,Altenburg,58,55,0.194444444,
Germany,Bernhausen,Burghausen,7,60,0.133333333,
Germany,Bexbach,Biberach,9,34,0.186507937,
Germany,Bezirk Lichtenberg,Zierenberg,6,48,0.237037037,
Germany,Bezirk Reinickendorf,Bezirk Pankow,6,6,0.243589744,
Germany,Bezirk Spandau,Bezirk Pankow,6,6,0.221611722,
Germany,Bezirk Steglitz-Zehlendorf,Bezirk Reinickendorf,6,3,0.246581197,
Germany,Biberach,Bebra,57,34,0.191666667,
Germany,Biberach An Der Riss,Biberach,34,25,0.2,
Germany,Binzen,Bonen,6,18,0.177777778,
Germany,Bitterfeld,Bitterfeld-Wolfen,7,24,0.137254902,
Germany,Bonen,Borken,18,58,0.177777778,
Germany,Boock,Rostock,27,66,0.20952381,
Germany,Borken,Bremen,58,66,0.222222222,
Germany,Borna,Borken,58,58,0.177777778,
Germany,Brandenburg,Bernburg,55,6,0.153409091,
Germany,Braubach,Bad Kreuznach,59,56,0.243131868,
Germany,Bremerhaven,Bremen,66,65,0.237373737,
Germany,Breuberg,Freiberg,6,58,0.166666667,
Germany,Burg,Burghausen,32,60,0.2,
Germany,Burgberg,Burg,32,27,0.166666667,
Germany,Burgbernheim,Bernburg,55,51,0.194444444,
Germany,Burglesum,Burg,32,3,0.185185185,
Germany,Butow,Buckow,64,27,0.177777778,
Germany,Bönen,Bonen,18,18,0.133333333,
Germany,Carlsfeld,Alsfeld,15,7,0.158730159,
Germany,Coburg,Wolfsburg,55,61,0.203703704,
Germany,Delitzsch,Netzschkau,6,28,0.244444444,
Germany,Dessau,Passau,31,57,0.222222222,
Germany,Dessau-Rosslau,Dessau,31,21,0.19047619,
Germany,Dillingen,Lingen,58,62,0.203703704,
Germany,Dresden,Wiesbaden,65,66,0.243386243,
Germany,Duderstadt,Darmstadt,61,58,0.174074074,
Germany,Duisburg,Augsburg,66,65,0.166666667,
Germany,Duren,Dresden,65,45,0.20952381,
Germany,Düsseldorf,Elsdorf,3,34,0.236507937,
Germany,Edertal,Wuppertal,34,65,0.243386243,
Germany,Eisenach,Essen,58,65,0.233333333,
Germany,Elmshorn,Elsdorf,12,34,0.220238095,
Germany,Elsdorf,Dusseldorf,62,34,0.236507937,
Germany,Emmerich Am Rhein,Emmerich,27,18,0.176470588,
Germany,Erpfingen,Erlangen,54,8,0.194444444,
Germany,Esslingen,Esslingen Am Neckar,13,18,0.175438596,
Germany,Esslingen Am Neckar,Freiberg Am Neckar,18,31,0.236317289,
Germany,Fellbach,Allenbach,27,7,0.163359788,
Germany,Filderstadt,Duderstadt,58,52,0.157575758,
Germany,Frankfurt,Frankfurt Am Main,35,63,0.156862745,
Germany,Frankfurt A. Main,Frankfurt,35,5,0.156862745,
Germany,Frankfurt Order,Frankfurt,35,30,0.133333333,
Germany,Freiberg,Spremberg,58,61,0.194444444,
Germany,Freiberg Am Neckar,Freiberg,58,31,0.185185185,
Germany,Freiburg,Flensburg,62,35,0.194444444,
Germany,Freiburg Im Breisgau,Freiburg,35,35,0.2,
Germany,Freudenstadt,Filderstadt,52,6,0.180976431,
Germany,Friesenheim,Heppenheim,3,32,0.221212121,
Germany,Furstenberg,Freiberg,58,27,0.162878788,
Germany,Gartringen,Gottingen,58,62,0.174074074,
Germany,Garz,Greiz,50,62,0.216666667,
Germany,Gersfeld,Krefeld,28,64,0.186507937,
Germany,Gevelsberg,Heidelberg,9,58,0.2,
Germany,Giessen,Wiesbaden,62,66,0.243386243,
Germany,Gießen,Giessen,62,6,0.150793651,
Germany,Goettingen,Hattingen,8,58,0.174074074,
Germany,Gorlitz,Greiz,55,62,0.20952381,
Germany,Gottingen,Reutlingen,62,63,0.244444444,
Germany,Grainau,Hanau,18,58,0.20952381,
Germany,Greppin,Greiz,62,27,0.20952381,
Germany,Grossorner,Grossalmerode,27,3,0.236538462,
Germany,Gulzow,Gulzow-Pruzen,30,32,0.179487179,
Germany,Göhlen,Gohlen,31,3,0.111111111,
Germany,Görlitz,Greiz,3,62,0.20952381,
Germany,Göttingen,Goettingen,8,3,0.103703704,
Germany,Hafen,Hagen,3,57,0.133333333,
Germany,Halberstadt,Darmstadt,61,58,0.195286195,
Germany,Halle An Der Saale,Halle,77,4,0.240740741,
Germany,Halle And Der Saale,Halle,77,30,0.245614035,
Germany,Hameln,Hagen,57,27,0.177777778,
Germany,Harburg,Bernburg,55,6,0.220238095,
Germany,Hattingen,Gottingen,62,58,0.148148148,
Germany,Heidelberg,Heilbronn,58,62,0.244444444,
Germany,Heinsberg,Freiberg,58,7,0.194444444,
Germany,Hemfurth Edersee,Hurth,27,58,0.229166667,
Germany,Hemmingen,Hattingen,58,9,0.222222222,
Germany,Heppenheim An Der Bergstrasse,Heppenheim,32,30,0.218390805,
Germany,Herdorf,Oberaudorf,58,59,0.180952381,
Germany,Herne,Herrenberg,27,54,0.233333333,
Germany,Herrenberg,Heidelberg,58,54,0.2,
Germany,Hildesheim,Bensheim,36,27,0.216666667,
Germany,Hillscheid,Remscheid,27,48,0.244444444,
Germany,Hohberg,Stolberg,6,36,0.220238095,
Germany,Horb Am Neckar,Marbach Am Neckar,7,18,0.242880486,
Germany,Horben,Borken,58,27,0.222222222,
Germany,Hortenkopf,Horben,27,8,0.222222222,
Germany,Hoyerswerda,Elsterwerda,57,6,0.244318182,
Germany,Hurth,Furth,59,58,0.133333333,
Germany,Häfen,Hafen,3,3,0.133333333,
Germany,Ilsfeld,Saalfeld,44,58,0.220238095,
Germany,Ingersheim,Bensheim,36,17,0.189285714,
Germany,Innenstadt,Ingolstadt,65,24,0.2,
Germany,Johlingen,Solingen,27,61,0.115740741,
Germany,Juchen,Munchen,21,62,0.150793651,
Germany,Kaiserslautern,Kiel,62,65,0.238095238,
Germany,Kamen,Hameln,27,21,0.177777778,
Germany,Kehl,Kiel,62,65,0.166666667,
Germany,Kehlheim,Kehl,62,7,0.166666667,
Germany,Kelheim,Kehl,62,51,0.226190476,
Germany,Klingental,Balingen,33,4,0.216666667,
Germany,Klingenthal,Balingen,33,24,0.234848485,
Germany,Koblenz,Koln,61,62,0.142857143,
Germany,Koblenzer Straße,Koblenz,61,15,0.1875,
Germany,Kuchen,Juchen,21,16,0.111111111,
Germany,Köln,Koln,62,27,0.166666667,
Germany,Langenfeld,Lingen,27,62,0.222222222,
Germany,Lauenburg,Leonberg,18,52,0.194444444,
Germany,Lauterbach,Braubach,56,12,0.213095238,
Germany,Leimen,Leizen,27,29,0.111111111,
Germany,Leisel,Wesel,7,62,0.177777778,
Germany,Leizen,Lingen,29,62,0.222222222,
Germany,Leonberg,Luneburg,52,58,0.222222222,
Germany,Leuna,Jena,60,54,0.216666667,
Germany,Lichtenstein,Lichtenrade,27,6,0.202020202,
Germany,Limburg,Hamburg,66,34,0.19047619,
Germany,Limburg An Der Lahn,Limburg,34,25,0.210526316,
Germany,Linden,Lingen,24,62,0.111111111,
Germany,Lingen,Gottingen,62,62,0.203703704,
Germany,Luchow,Buckow,64,62,0.222222222,
Germany,Luckenwalde,Lichtenrade,27,9,0.242424242,
Germany,Ludenscheid,Remscheid,7,48,0.195286195,
Germany,Luder,Luneburg,32,58,0.233333333,
Germany,Ludwigsburg,Augsburg,66,60,0.162878788,
Germany,Ludwigshafen,Ludwigshafen Am Rhein,8,58,0.142857143,
Germany,Luneburg,Nurnberg,58,61,0.222222222,
Germany,Lunen,Lingen,62,58,0.177777778,
Germany,Lübeck,Lubeck,62,4,0.111111111,
Germany,Magdeburg,Hamburg,66,66,0.243386243,
Germany,Marburg,Magdeburg,66,63,0.158730159,
Germany,Marsberg,Marburg,63,27,0.130952381,
Germany,Mehring,Meiningen,51,52,0.243386243,
Germany,Merzig,Mehring,51,27,0.150793651,
Germany,Metternich,Meerbusch,12,3,0.244444444,
Germany,Michaelstadt,Michelstadt,7,52,0.103535354,
Germany,Michelstadt,Riedstadt,52,57,0.195286195,
Germany,Mitte,Witten,18,54,0.177777778,
Germany,Mogglingen,Solingen,31,61,0.236904762,
Germany,Momlingen,Solingen,6,61,0.115740741,
Germany,Montabaur,Marburg,63,28,0.243386243,
Germany,Muhlacker,Muhlhausen,55,58,0.244444444,
Germany,Muhlhausen,Burghausen,60,58,0.2,
Germany,Mulheim,Kelheim,51,10,0.19047619,
Germany,Munchen,Monchengladbach,62,62,0.247619048,
Germany,Munstertal Schwarzwald,Munstertal,32,30,0.181818182,
Germany,Murg,Burg,32,7,0.166666667,
Germany,Mönchengladbach,Munchen,27,62,0.247619048,
Germany,Mülheim A.d.ruhr,Mulheim An Der Ruhr,3,31,0.206140351,
Germany,München,Monchengladbach,62,4,0.247619048,
Germany,Münster,Munstertal,3,32,0.180952381,
Germany,Nadorster Strasse,Baruther Straße,3,3,0.206535948,
Germany,Nauen,Plauen,56,58,0.177777778,
Germany,Neu Zauche,Neuhausen,27,32,0.244444444,
Germany,Neubrandenburg,Nurnberg,58,61,0.24702381,
Germany,Neuenburg,Regensburg,34,55,0.174074074,
